rea_time,goResp,hitGoal,subject,session,block,trial,response_cat,sampleTimeMsGo_01,sampleTimeMsGo_02,sampleTimeMsGo_03,sampleTimeMsGo_04,sampleTimeMsGo_05,sampleTimeMsGo_06,samplePosDegAtt_01,samplePosDegAtt_02,samplePosDegAtt_03,samplePosDegAtt_04,samplePosDegAtt_05,samplePosDegAtt_06,sampleAccprobHit_01,sampleAccprobHit_02,sampleAccprobHit_03,sampleAccprobHit_04,sampleAccprobHit_05,sampleAccprobHit_06,sampleProbHit_01,sampleProbHit_02,sampleProbHit_03,sampleProbHit_04,sampleProbHit_05,sampleProbHit_06,answer
,0,0,o2,3,3,85,CORRECT REJECTION,0,167,333,500,667,833,6.620500524,6.686854161,8.507440797,8.096518342,2.24917216,9.928479087,0.172437434,0.165516054,0,0,0,0,0.172437434,0.16414323,0,0,0.71885348,0,1
,0,0,o2,3,3,86,CORRECT REJECTION,0,167,334,500,667,833,3.570734892,5.696347841,9.511261994,5.506325301,6.722399895,3.609210808,0.553658138,0.39215192,0,0,0,0,0.553658138,0.28795652,0,0.311709337,0.159700013,0.548848649,1
,0,1,o2,3,3,87,MISS,0,166,332,499,666,832,-4.059868194,-0.872232388,-3.659108919,-2.885911089,-1.872987396,-4.040991292,0.492516476,0.818751792,0.818751792,0.818751792,0.818751792,0.818751792,0.492516476,0.890970952,0.542611385,0.639261114,0.765876575,0.494876089,0
,0,0,o2,3,3,88,CORRECT REJECTION,0,166,333,499,666,833,-8.585615273,-9.772588363,-4.379882389,-4.568305046,-6.503829501,-1.989242733,0,0,0,0,0,0,0,0,0.452514701,0.428961869,0.187021312,0.751344658,1
,0,0,o2,3,3,89,CORRECT REJECTION,0,167,333,500,667,833,9.559514656,9.256233156,3.889732193,6.014381412,2.419767264,7.308274794,0,0,0,0,0,0,0,0,0.513783476,0.248202323,0.697529092,0.086465651,1
,0,0,o2,3,3,90,CORRECT REJECTION,0,166,333,499,666,833,2.080750808,7.022159343,9.793966887,4.628271637,3.117898886,6.481784497,0.739906149,0.319702931,0,0,0,0,0.739906149,0.122230082,0,0.421466045,0.610262639,0.189776938,1
,0,0,o2,3,3,91,CORRECT REJECTION,0,166,333,499,666,833,3.035820542,5.263323462,7.562695797,3.067253514,7.977141861,8.853645444,0.620522432,0.474088856,0.125910883,0.125910883,0.007473207,0,0.620522432,0.342084567,0.054663025,0.616593311,0.002857267,0,1
,0,0,o2,3,3,93,CORRECT REJECTION,0,166,333,499,666,833,-5.987867368,-4.921680225,-2.532261407,-5.017679032,-2.45296127,-7.101941982,0.251516579,0.290191367,0.442772483,0.442772483,0.450636129,0.267995479,0.251516579,0.384789972,0.683467324,0.372790121,0.693379841,0.112257252,1
0.61602048,1,0,o2,3,3,94,FALSE ALARM,0,166,333,500,666,833,5.024999218,2.249175221,2.104419321,8.840192554,6.63798982,6.918154819,0.371875098,0.569467947,0.585696934,0,0,0,0.371875098,0.718853097,0.736947585,0,0.170251272,0.135230648,0
0.48312124,1,1,o2,3,3,95,HIT,0,166,333,500,666,833,0.261945714,-2.655241914,-5.01941178,0.378916857,-4.042210888,-3.506493901,0.967256786,1,1,1,1,1,0.967256786,0.668094761,0.372573528,0.952635393,0.494723639,0.561688262,1
0.57483188,1,1,o2,3,3,96,HIT,1,167,334,501,667,834,-3.178610782,0.76135371,-5.80252946,-1.300616618,-4.952197611,-1.741400235,0.602673652,1,1,1,1,1,0.602673652,0.904830786,0.274683818,0.837422923,0.380975299,0.782324971,1
,0,0,o2,3,3,97,CORRECT REJECTION,0,167,334,501,667,834,-9.532758478,-3.257006314,-4.263123787,-9.607532643,-3.869404131,-9.112375457,0,0,0,0,0,0,0,0.592874211,0.467109527,0,0.516324484,0,1
0.54937364,1,1,o2,3,3,98,HIT,0,166,333,500,666,833,2.610696,3.232528014,2.671155843,4.205811597,5.073805793,2.517425206,0.673663,0.646159317,0.646159317,0.592389833,0.52849056,0.5375457,0.673663,0.595933998,0.66610552,0.47427355,0.365774276,0.685321849,1
,0,0,o2,3,3,99,CORRECT REJECTION,0,166,333,499,666,833,9.262351776,8.963880432,4.354123328,4.184509921,5.011153134,2.417073443,0,0,0,0,0,0,0,0,0.455734584,0.47693626,0.373605858,0.69786582,1
,0,0,o2,3,3,100,CORRECT REJECTION,0,166,333,499,666,833,5.1607008,7.927497247,5.371575432,6.648855235,8.490035949,8.285195408,0.3549124,0.013854373,0.013854373,0.013854373,0,0,0.3549124,0.009062844,0.328553071,0.168893096,0,0,1
0.5659878,1,1,o2,3,3,101,HIT,0,166,333,499,666,833,-1.696876329,1.610327641,-2.414117306,-2.184854061,0.181730381,-1.428702394,0.787890459,1,1,1,1,1,0.787890459,0.798709045,0.698235337,0.726893242,0.977283702,0.821412201,1
0.61625124,1,0,o2,3,3,102,FALSE ALARM,0,166,333,500,666,833,-2.588141523,-3.195233891,-2.783692311,-7.012874577,-8.243678881,-4.488412784,0.67648231,0.649915615,0.649915615,0.276098383,0,0,0.67648231,0.600595764,0.652038461,0.123390678,0,0.438948402,0
,0,0,o2,3,3,103,CORRECT REJECTION,0,166,333,499,666,832,-3.628597736,-5.19048196,-2.382471973,-9.416109472,-3.610832401,-8.06978149,0.546425283,0.436388244,0.541125471,0,0,0,0.546425283,0.351189755,0.702191003,0,0.54864595,0,1
0.64945604,1,1,o2,3,4,1,HIT,0,166,333,500,666,833,-6.086248153,0.939378352,-4.295824773,0.665209267,-1.393430156,0.934091469,0.239218981,1,1,1,1,1,0.239218981,0.882577706,0.463021903,0.916848842,0.825821231,0.883238566,1
0.48312904,1,1,o2,3,4,2,HIT,0,166,333,500,666,833,-1.320565041,-1.457548525,2.821962215,-1.481617247,-1.36165511,2.917100244,0.83492937,0.832053635,1,1,1,1,0.83492937,0.817806434,0.647254723,0.814797844,0.829793111,0.63536247,1
,0,0,o2,3,4,3,CORRECT REJECTION,0,166,333,500,666,833,-2.591338953,-6.66917098,-6.386563749,-7.395454072,-7.320300696,-8.72563114,0.676082631,0.339309542,0.339309542,0.189163863,0.189163863,0,0.676082631,0.166353628,0.201679531,0.075568241,0.084962413,0,1
0.4997282,1,1,o2,3,4,4,HIT,0,166,333,500,666,833,-2.588784033,1.476414945,0.346885584,1.055062215,-5.676717201,0.839952826,0.676401996,1,1,1,1,1,0.676401996,0.815448132,0.956639302,0.868117223,0.29041035,0.895005897,1
0.6081292,1,1,o2,3,4,5,HIT,0,166,333,500,666,833,-5.35547622,1.183339068,-2.661428096,-1.761665734,-5.966315695,-2.473536877,0.330565472,1,1,1,1,1,0.330565472,0.852082616,0.667321488,0.779791783,0.254210538,0.69080789,1
,0,1,o2,3,4,6,MISS,1,167,334,500,667,834,4.874555951,4.976404611,3.837838084,5.174947189,2.905516738,5.264588915,0.390680506,0.382823177,0.440665263,0.42399806,0.492979413,0.484922192,0.390680506,0.377949424,0.52027024,0.353131601,0.636810408,0.341926386,0
,0,0,o2,3,4,7,CORRECT REJECTION,0,166,333,500,667,833,7.637771075,2.408575578,3.851924722,9.398598822,5.307034502,5.596703916,0.045278616,0.130730596,0.130730596,0,0,0,0.045278616,0.698928053,0.51850941,0,0.336620687,0.300412011,1
,0,0,o2,3,4,8,CORRECT REJECTION,0,166,333,499,666,833,3.479412731,3.982445198,6.30205589,9.250021115,8.493541995,2.251772817,0.565073409,0.53589065,0.327955782,0,0,0,0.565073409,0.50219435,0.212243014,0,0,0.718528398,1
,0,1,o2,3,4,9,MISS,0,166,333,500,666,833,3.092853597,5.443879929,-1.08846434,5.620651053,1.836365208,4.698213953,0.6133933,0.452492828,1,1,1,1,0.6133933,0.319515009,0.863941957,0.297418618,0.770454349,0.412723256,0
,0,0,o2,3,4,10,CORRECT REJECTION,0,166,333,500,667,833,6.219273102,9.260590201,2.261204797,6.049861805,9.092090724,2.08279278,0.222590862,0,0,0,0,0,0.222590862,0,0.7173494,0.243767274,0,0.739650903,1
0.49938164,1,1,o2,3,4,11,HIT,0,166,333,499,666,832,0.224997889,4.243892153,3.49829523,2.710618642,5.130308619,2.103973327,0.971875264,0.943483569,0.943483569,0.943483569,0.927295483,0.927295483,0.971875264,0.469513481,0.562713096,0.66117267,0.358711423,0.737003334,1
,0,0,o2,3,4,12,CORRECT REJECTION,0,166,333,499,666,832,8.548397532,4.055211091,4.878497253,8.849989854,3.931691809,8.523575078,0,0,0,0,0,0,0,0.493098614,0.390187843,0,0.508538524,0,1
0.49956668,1,1,o2,3,4,13,HIT,0,166,333,500,666,833,1.295341449,2.47454401,2.219832205,0.006410773,3.127432489,4.899102552,0.838082319,0.810089442,0.810089442,0.998841119,0.998686042,0.997936872,0.838082319,0.690681999,0.722520974,0.999198653,0.609070939,0.387612181,1
,0,0,o2,3,4,14,CORRECT REJECTION,1,167,334,500,667,834,-7.922999178,-3.545157187,-8.772476406,-7.903433552,-4.107297864,-5.193855632,0.009625103,0.021258273,0,0,0,0,0.009625103,0.556855352,0,0.012070806,0.486587767,0.350768046,1
,0,0,o2,3,4,15,CORRECT REJECTION,0,166,333,499,666,833,3.540954698,2.749463852,5.500666114,9.173249147,5.130449543,2.656951449,0.557380663,0.618580792,0.476172642,0,0,0,0.557380663,0.656317018,0.312416736,0,0.358693807,0.667881069,1
0.75846748,1,1,o2,3,4,16,HIT,0,166,333,499,666,833,4.906599291,-0.969627628,-0.220584569,3.415018011,-1.730917515,0.152954929,0.386675089,1,1,1,1,1,0.386675089,0.878796546,0.972426929,0.573122749,0.783635311,0.980880634,1
0.48307132,1,1,o2,3,4,17,HIT,0,166,333,500,666,833,0.787857289,0.736210242,-4.526678803,0.594613169,-6.024526158,-1.612403962,0.901517839,0.907375749,1,1,1,1,0.901517839,0.90797372,0.43416515,0.925673354,0.24693423,0.798449505,1
,0,0,o2,3,4,18,CORRECT REJECTION,0,166,333,499,666,833,6.681795258,8.203565822,7.219858488,9.297345268,5.366831591,7.202768439,0.164775593,0,0,0,0,0,0.164775593,0,0.097517689,0,0.329146051,0.099653945,1
,0,0,o2,3,4,19,CORRECT REJECTION,0,167,333,500,667,833,7.498742515,7.516791467,2.110207344,3.692686682,4.905555136,4.587580192,0.062657186,0.060537647,0.186321267,0.186321267,0.186321267,0.186321267,0.062657186,0.060401067,0.736224082,0.538414165,0.386805608,0.426552476,1
,0,1,o2,3,4,20,MISS,0,167,333,500,667,833,-5.243063762,-5.552361531,1.22824375,-3.059923164,1.736920643,-4.170524134,0.34461703,0.318259425,1,1,1,1,0.34461703,0.305954809,0.846469531,0.617509605,0.78288492,0.478684483,0
0.49963628,1,1,o2,3,4,21,HIT,0,166,333,499,666,833,0.915653941,0.135071784,1.130389302,-1.817673044,-0.009254374,6.078240918,0.885543257,0.981290488,0.98071693,1,1,1,0.885543257,0.983116027,0.858701337,0.772790869,0.998843203,0.240219885,1
,0,0,o2,3,4,22,CORRECT REJECTION,0,166,333,499,666,833,-8.666010268,-5.89869793,-9.040843335,-6.17164945,-6.349208806,-7.669326021,0,0,0,0,0,0,0,0.262662759,0,0.228543819,0.206348899,0.041334247,1
,0,0,o2,3,4,23,CORRECT REJECTION,0,167,334,500,667,833,9.186219653,9.384403428,6.687308196,5.107977189,9.692385015,6.004551944,0,0,0,0,0,0,0,0,0.164086475,0.361502851,0,0.249431007,1
,0,1,o2,3,4,24,MISS,0,166,334,500,667,834,0.682473455,-4.354584001,-0.352596408,-4.149526785,0.00782222,1.751479486,0.914690818,1,1,1,1,1,0.914690818,0.455677,0.955925449,0.481309152,0.999022223,0.781065064,0
,0,0,o2,3,4,25,CORRECT REJECTION,0,166,333,500,667,833,7.845475228,4.482161456,9.104348821,3.904499632,9.240129215,5.806664907,0.019315596,0.033326553,0,0,0,0,0.019315596,0.439729818,0,0.511937546,0,0.274166887,1
,0,0,o2,3,4,26,CORRECT REJECTION,0,166,333,500,667,833,7.021517729,9.744090869,2.952370616,4.15354199,3.950497377,3.607637544,0.122310284,0,0,0,0,0,0.122310284,0,0.630953673,0.480807251,0.506187828,0.549045307,1
,0,0,o2,3,4,27,CORRECT REJECTION,0,166,333,500,666,833,7.68484552,2.450272397,9.612031212,6.4587472,6.831876345,7.347765886,0.03939431,0.113962326,0,0,0,0,0.03939431,0.69371595,0,0.1926566,0.146015457,0.081529264,1
0.51646596,1,1,o2,3,4,28,HIT,0,167,334,500,667,833,0.603366587,-0.244159116,2.527978491,4.167912816,3.777006192,2.119311566,0.924579177,1,1,1,1,1,0.924579177,0.96948011,0.684002689,0.479010898,0.527874226,0.735086054,1
,0,0,o2,3,4,29,CORRECT REJECTION,0,167,334,500,666,833,7.108256408,9.673030818,2.424436592,9.225516022,9.813536383,2.168532504,0.111467949,0,0,0,0,0,0.111467949,0,0.696945426,0,0,0.728933437,1
0.49969796,1,1,o2,3,4,30,HIT,0,167,334,500,667,833,1.979917103,3.790957538,4.084257693,0.814383867,0.91194329,2.351661935,0.752510362,0.680088861,0.664173765,0.827830414,0.827830414,0.827830414,0.752510362,0.526130308,0.489467788,0.898202017,0.886007089,0.706042258,1
0.56634048,1,1,o2,3,4,31,,0,167,334,500,667,834,0.195402779,-0.299185084,-5.770643562,0.194783352,-1.907926707,-1.805318263,0.975574653,1,1,1,1,1,0.975574653,0.962601864,0.278669555,0.975652081,0.761509162,0.774335217,1
,0,0,o2,3,4,32,CORRECT REJECTION,0,166,333,499,666,833,-6.261503819,-2.77604739,-2.511776367,-3.351422134,-8.37466517,-4.434747981,0.217312023,0.385087917,0.409031694,0.409031694,0,0,0.217312023,0.652994076,0.686027954,0.581072233,0,0.445656502,1
,0,0,o2,3,4,33,CORRECT REJECTION,0,166,333,500,666,833,-2.512963351,-6.64674305,-1.965091544,-4.803995941,-8.516026238,-3.192235418,0.685879581,0.350020652,0.407810377,0.407810377,0,0,0.685879581,0.169157119,0.754363557,0.399500507,0,0.600970573,1
0.60813676,1,1,o2,3,4,34,HIT,0,167,334,501,667,834,3.09847287,2.196063933,3.580494888,2.426986017,2.029522192,-0.516452147,0.612690891,0.690590242,0.668046102,0.668046102,0.685297938,1,0.612690891,0.725492008,0.552438139,0.696626748,0.746309726,0.935443482,1
,0,0,o2,3,4,35,CORRECT REJECTION,0,166,333,499,666,833,-8.159567995,-4.370677111,-9.984203999,-6.674925575,-6.8069214,-9.5269283,0,0,0,0,0,0,0,0.453665361,0,0.165634303,0.149134825,0,1
0.50875864,1,1,o2,3,4,36,HIT,0,167,334,501,667,834,0.153756287,0.439156721,-0.950277437,5.219787571,0.080708425,4.378437524,0.980780464,0.98006944,1,1,1,1,0.980780464,0.94510541,0.88121532,0.347526554,0.989911447,0.452695309,1
,0,0,o2,3,4,37,CORRECT REJECTION,0,167,334,500,667,834,-9.415016308,-4.906617151,-3.41906062,-5.176341814,-7.100966622,-7.512999562,0,0,0,0,0,0,0,0.386672856,0.572617422,0.352957273,0.112379172,0.060875055,1
0.5496338,1,1,o2,3,4,38,HIT,0,166,333,499,666,833,1.110253429,1.384868831,1.698424437,1.189053213,1.831933011,4.626723955,0.861218321,0.856285028,0.850205202,0.850205202,0.847457468,0.752370664,0.861218321,0.826891396,0.787696945,0.851368348,0.771008374,0.421659506,1
,0,0,o2,3,4,40,CORRECT REJECTION,0,166,333,500,666,833,-7.48034441,-6.029564743,-6.354016995,-3.576342618,-3.047007021,-9.578080715,0.064956949,0.079346176,0.079346176,0.126869096,0.145697995,0,0.064956949,0.246304407,0.205747876,0.552957173,0.619124122,0,1
0.44980628,1,1,o2,3,4,42,HIT,0,166,333,499,666,833,0.187877382,-3.729850466,-0.512292594,-5.590493136,-4.549493513,-1.807376835,0.976515327,1,1,1,1,1,0.976515327,0.533768692,0.935963426,0.301188358,0.431313311,0.774077896,1
0.54925172,1,1,o2,3,4,43,HIT,0,166,333,499,666,833,0.760158302,5.109021906,5.657119181,-1.026636784,5.872755348,-1.013118654,0.904980212,0.791802272,0.755027806,1,1,1,0.904980212,0.361372262,0.292860102,0.871670402,0.265905582,0.873360168,1
0.49961924,1,1,o2,3,4,44,HIT,0,166,333,500,666,833,-0.675172128,1.135881418,1.697546749,-0.81361851,3.09013749,1.223044415,0.915603484,1,1,1,1,1,0.915603484,0.858014823,0.787806656,0.898297686,0.613732814,0.847119448,1
0.48318904,1,1,o2,3,4,45,HIT,0,166,333,499,666,833,-1.022448512,-1.214007754,-0.260257411,-0.717092982,-5.880643034,-0.128015042,0.872193936,0.869058555,0.963064407,0.963064407,0.890630426,0.943037894,0.872193936,0.848249031,0.967467824,0.910363377,0.264919621,0.98399812,1
0.6244196,1,1,o2,3,4,46,HIT,0,166,333,499,666,832,5.664137793,0.45872171,3.610440915,4.798984277,0.950992904,2.754143074,0.291982776,0.835853307,0.835853307,0.835853307,0.835853307,0.835853307,0.291982776,0.942659786,0.548694886,0.400126965,0.881125887,0.655732116,1
,0,0,o2,3,4,48,CORRECT REJECTION,0,166,333,499,666,833,-5.213338572,-2.32915358,-3.857209068,-6.9986685,-4.462256859,-4.257783189,0.348332679,0.54471505,0.54471505,0.300656354,0.300656354,0.300656354,0.348332679,0.708855803,0.517848867,0.125166437,0.442217893,0.467777101,1
,0,1,o2,3,4,49,MISS,0,166,332,499,666,833,1.668342534,5.453806241,5.266155998,5.144581346,5.374971452,-1.582596639,0.791457183,0.604145648,0.604145648,0.604145648,0.604145648,1,0.791457183,0.31827422,0.3417305,0.356927332,0.328128568,0.80217542,0
0.46631436,1,1,o2,3,4,50,HIT,0,166,333,499,666,833,0.697390784,-0.562788318,-0.404687978,0.500087919,-0.681561279,0.885726681,0.912826152,1,1,1,1,1,0.912826152,0.92965146,0.949414003,0.93748901,0.91480484,0.889284165,1
,0,0,o2,3,4,51,CORRECT REJECTION,0,167,334,500,667,834,6.99191065,3.083145569,4.621529425,9.556047952,8.308687831,5.822840568,0.126011169,0.246402216,0.246402216,0,0,0,0.126011169,0.614606804,0.422308822,0,0,0.272144929,1
,0,0,o2,3,4,52,CORRECT REJECTION,0,166,333,500,666,833,-2.669833587,-8.736280262,-6.292264728,-9.768374539,-3.412270271,-5.521713658,0.666270802,0,0,0,0,0,0.666270802,0,0.213466909,0,0.573466216,0.309785793,1
,0,0,o2,3,4,53,CORRECT REJECTION,0,168,334,500,667,833,-9.326555567,-6.928088039,-5.109395674,-5.071079774,-6.854897761,-3.132788978,0,0,0,0,0,0,0,0.133988995,0.361325541,0.366115028,0.14313778,0.608401378,1
,0,0,o2,3,4,54,CORRECT REJECTION,0,167,333,501,666,833,8.368322452,6.023422145,2.685510575,9.097530549,6.072014626,8.741703714,0,0,0,0,0,0,0,0.247072232,0.664311178,0,0.240998172,0,1
,0,0,o2,3,4,55,CORRECT REJECTION,0,166,333,500,666,833,-6.905054693,-6.743245581,-2.70132578,-6.933536302,-7.21708071,-5.05254502,0.136868163,0.139693626,0.288426533,0.283047581,0.224702704,0.224702704,0.136868163,0.157094302,0.662334278,0.133307962,0.097864911,0.368431872,1
0.49956992,1,1,o2,3,4,56,HIT,0,166,333,500,666,833,3.295916026,1.617947317,2.567583818,-1.478760229,3.735488445,0.08612336,0.588010497,0.744077933,0.744077933,1,1,1,0.588010497,0.797756585,0.679052023,0.815154971,0.533063944,0.98923458,1
0.60803284,1,1,o2,3,4,57,HIT,1,167,334,500,667,834,3.653385048,-0.1603,2.799864243,3.690131157,3.309799724,-1.630162774,0.543326869,1,1,1,1,1,0.543326869,0.9799625,0.65001697,0.538733605,0.586275034,0.796229653,1
0.6747674,1,1,o2,3,4,58,HIT,0,167,334,500,667,834,-0.756315898,-1.909226583,0.179528076,-0.686118293,-2.407331418,-1.910799062,0.905460513,0.889541984,1,1,1,1,0.905460513,0.761346677,0.977558991,0.914235213,0.699083573,0.761150117,1
,0,0,o2,3,4,59,CORRECT REJECTION,0,166,333,500,666,833,4.376992503,6.899299784,7.975875485,6.779575303,9.653876164,4.681547092,0.452875937,0.200942308,0.005481453,0.005481453,0,0,0.452875937,0.137587527,0.003015564,0.152553087,0,0.414806613,1
,0,0,o2,3,4,60,CORRECT REJECTION,1,167,334,501,667,834,3.135675433,7.519626781,7.776056492,2.91681127,3.352484325,4.234143274,0.608040571,0.132844789,0.066657413,0.071302449,0.071302449,0.071302449,0.608040571,0.060046652,0.027992939,0.635398591,0.580939459,0.470732091,1
,0,0,o2,3,4,61,CORRECT REJECTION,0,168,334,501,667,834,-6.355782898,-4.558267675,-9.452389004,-8.093435796,-6.469389364,-3.624548416,0.205527138,0.265090066,0,0,0,0,0.205527138,0.430216541,0,0,0.191326329,0.546931448,1
,0,0,o2,3,4,62,CORRECT REJECTION,0,167,334,500,667,833,-3.147374308,-6.560122068,-9.522043421,-5.007291597,-7.837792101,-5.959085259,0.606578211,0.313886801,0,0,0,0,0.606578211,0.179984741,0,0.37408855,0.020275987,0.255114343,1
,0,0,o2,3,4,63,CORRECT REJECTION,0,166,333,500,667,833,8.483680855,9.163988918,7.934578199,6.844982324,4.749675557,2.876790472,0,0,0,0,0,0,0,0,0.008177725,0.14437721,0.406290555,0.640401191,1
0.51632412,1,1,o2,3,4,64,HIT,0,167,334,500,667,833,4.6152512,3.276973299,0.65263782,5.780190877,1.110173328,4.416702393,0.4230936,0.508089162,0.838351419,0.772793777,0.772793777,0.772793777,0.4230936,0.590378338,0.918420273,0.27747614,0.861228334,0.447912201,1
,0,0,o2,3,4,65,CORRECT REJECTION,0,167,334,500,667,834,9.634261363,8.293797156,9.871477791,9.109582935,2.126307518,5.368237552,0,0,0,0,0,0,0,0,0,0,0.73421156,0.328970306,1
0.77463068,1,1,o2,3,4,67,HIT,0,167,334,500,667,833,-5.412736833,-3.093356661,-0.42540567,-1.478640015,-4.518075692,-5.890202896,0.323407896,0.455454377,0.858794414,0.858794414,0.858794414,0.832200535,0.323407896,0.613330417,0.946824291,0.815169998,0.435240539,0.263724638,1
,0,0,o2,3,4,68,CORRECT REJECTION,0,167,333,500,667,833,7.397692273,8.21067576,4.036165002,7.472396283,9.277008678,9.494352979,0.075288466,0,0,0,0,0,0.075288466,0,0.495479375,0.065950465,0,0,1
,0,0,o2,3,4,69,CORRECT REJECTION,0,166,333,499,666,833,8.793327699,6.485440333,8.420819718,8.219154488,2.286930442,5.5879102,0,0,0,0,0,0,0,0.189319958,0,0,0.714133695,0.301511225,1
,0,0,o2,3,4,70,CORRECT REJECTION,0,167,333,500,666,833,-2.513563144,-9.499259001,-8.930162494,-3.304194215,-7.019093629,-6.283278691,0.685804607,0,0,0,0,0,0.685804607,0,0,0.586975723,0.122613296,0.214590164,1
0.48317224,1,1,o2,3,4,71,HIT,0,166,333,499,666,833,-3.408203013,1.545212374,-6.012003412,-2.616335423,-2.824406299,-3.096626418,0.573974623,1,1,1,1,1,0.573974623,0.806848453,0.248499574,0.672958072,0.646949213,0.612921698,1
,0,0,o2,3,4,72,CORRECT REJECTION,0,167,333,500,667,834,-8.899117173,-6.198671379,-6.565873001,-7.744261126,-3.772926744,-6.670296605,0,0,0,0,0,0,0,0.225166078,0.179265875,0.031967359,0.528384157,0.166212924,1
,0,0,o2,3,4,73,CORRECT REJECTION,0,166,333,499,666,832,7.310915526,9.460161019,4.996758682,5.879232786,8.252253525,6.632101889,0.086135559,0,0,0,0,0,0.086135559,0,0.375405165,0.265095902,0,0.170987264,1
,0,0,o2,3,4,74,CORRECT REJECTION,0,167,334,500,667,833,-3.025645042,-7.622560694,-8.425639408,-3.171682795,-3.562844505,-9.331803838,0.62179437,0.110910946,0,0,0,0,0.62179437,0.047179913,0,0.603539651,0.554644437,0,1
0.58267972,1,1,o2,3,4,75,HIT,0,167,334,500,666,833,6.039277782,1.010396938,-1.746559156,-1.295817402,-0.428074549,3.944162898,0.245090277,0.659927157,1,1,1,1,0.245090277,0.873700383,0.781680105,0.838022825,0.946490681,0.506979638,1
0.46600944,1,1,o2,3,4,76,HIT,0,166,333,499,666,833,-1.52093782,-1.921199485,-4.638770079,-4.223331921,0.077849091,-1.290442204,0.809882772,0.799869712,0.688470798,0.688470798,1,1,0.809882772,0.759850064,0.42015374,0.47208351,0.990268864,0.838694724,1
0.45014372,1,1,o2,3,4,77,HIT,0,167,334,500,666,833,-0.655298343,3.918466696,3.923152208,-0.739398956,-0.434680864,1.765692707,0.918087707,1,1,1,1,1,0.918087707,0.510191663,0.509605974,0.907575131,0.945664892,0.779288412,1
0.499724,1,1,o2,3,4,78,HIT,0,168,333,500,667,834,1.540315865,-5.840352832,-4.535981581,0.764904814,-5.035099101,-3.594369428,0.807460517,1,1,1,1,1,0.807460517,0.269955896,0.433002302,0.904386898,0.370612612,0.550703821,1
,0,0,o2,3,4,79,CORRECT REJECTION,0,166,333,499,666,833,2.93522456,6.83202664,7.683480319,2.727243221,2.626830931,5.198809537,0.63309693,0.28464953,0.097338431,0.103989598,0.107537199,0.107537199,0.63309693,0.14599667,0.03956496,0.659094597,0.671646134,0.350148808,1
0.48332452,1,1,o2,3,4,80,HIT,0,167,333,499,666,833,1.457088542,-0.980358863,-0.634828027,-2.183271609,1.467513264,-4.117788749,0.817863932,1,1,1,1,1,0.817863932,0.877455142,0.920646497,0.727091049,0.816560842,0.485276406,1
0.59962232,1,1,o2,3,4,81,HIT,0,166,333,500,666,833,-4.845684926,1.12003756,-0.352420605,-1.268853325,-5.487244739,-0.254138943,0.394289384,1,1,1,1,1,0.394289384,0.859995305,0.955947424,0.841393334,0.314094408,0.968232632,1
,0,1,o2,3,4,82,MISS,0,167,334,500,667,834,3.907268821,2.967411909,6.053459713,2.879987939,5.822746745,5.671392147,0.511591397,0.579695217,0.396125198,0.403300301,0.403300301,0.403300301,0.511591397,0.629073511,0.243317536,0.640001508,0.272156657,0.291075982,0
0.5416254,1,1,o2,3,4,83,HIT,0,167,334,500,667,834,-5.891893044,-0.744853924,-1.389983931,1.147154566,-1.271944053,-0.634922739,0.263513369,0.738918984,0.738918984,1,1,1,0.263513369,0.906893259,0.826252009,0.856605679,0.841006993,0.920634658,1
,0,0,o2,3,4,84,CORRECT REJECTION,0,166,333,500,667,833,-8.644465404,-8.567567851,-6.507642362,-7.889749022,-3.451184909,-9.319985346,0,0,0,0,0,0,0,0,0.186544705,0.013781372,0.568601886,0,1
0.6913992,1,1,o2,3,4,85,HIT,0,166,333,500,666,833,-3.724755387,-3.239894444,-1.208092873,-5.945112832,0.565722698,-0.370209168,0.534405577,0.568884299,0.779679278,0.629757811,1,1,0.534405577,0.595013194,0.848988391,0.256860896,0.929284663,0.953723854,1
,0,1,o2,3,4,86,MISS,0,166,333,500,667,834,-4.730747425,-3.538939019,-5.782394438,0.941905932,-4.923832806,-0.645301135,0.408656572,0.480193974,0.385232066,1,1,1,0.408656572,0.557632623,0.277200695,0.882261758,0.384520899,0.919337358,0
,0,0,o2,3,4,87,CORRECT REJECTION,0,166,333,500,667,833,-2.339839044,-3.464111394,-8.944135453,-7.425146291,-6.783290553,-5.495941371,0.70752012,0.659695793,0,0,0,0,0.70752012,0.566986076,0,0.071856714,0.152088681,0.313007329,1
0.51647172,1,1,o2,3,4,88,HIT,0,167,334,500,667,833,0.488412548,-4.48138147,-4.725262714,0.54964958,-5.771689873,0.282462642,0.938948432,1,1,1,1,1,0.938948432,0.439827316,0.409342161,0.931293803,0.278538766,0.96469217,1
,0,0,o2,3,4,89,CORRECT REJECTION,0,166,333,499,666,833,8.64393622,5.783413103,7.03062686,5.001820296,7.713438799,6.269114904,0,0,0,0,0,0,0,0.277073362,0.121171642,0.374772463,0.03582015,0.216360637,1
0.4327492,1,1,o2,3,4,90,HIT,0,166,333,500,666,833,2.15983766,-1.649282146,3.659611033,5.347470732,3.364304469,3.246488287,0.730020293,1,1,1,1,1,0.730020293,0.793839732,0.542548621,0.331566159,0.579461941,0.594188964,1
